,Athlete,Country,Medal,Olympic,Sport
8624,"KOTTMANN, Gottfried",['SUI'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Rowing']
8625,"BATCHELDER, Joseph Laws",['USA'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8626,"MCNAMARA, John Joseph Jr.",['USA'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8627,"SCULLY, Francis Paul Jr.",['USA'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8628,"NORTHAM, William Herbert",['AUS'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8629,"O'DONNELL, Peter Joseph",['AUS'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8630,"SARGEANT, James Fred Robert",['AUS'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8631,"KARLSSON, Arne",['SWE'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8632,"DEAVER, Richard Burke",['USA'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8633,"NORTH, Lowell Orton","['USA', 'USA']","[['Gold', 'Bronze'], [1, 1]]","[['Mexico', 'Tokyo'], [1968, 1964]]","['Sailing', 'Sailing']"
8634,"ROGERS, Charles Sinclair",['USA'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8635,"POULSEN, Ole",['DEN'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8636,"AHRENDT, Peter",['EUA'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8637,"LORENZ, Wilfred",['EUA'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8638,"MENSE, Ulrich",['EUA'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8639,"BENTSEN, William Bruce","['USA', 'USA']","[['Gold', 'Bronze'], [1, 1]]","[['Munich', 'Tokyo'], [1972, 1964]]","['Sailing', 'Sailing']"
8640,"MELGES, Harry Clemens","['USA', 'USA']","[['Gold', 'Bronze'], [1, 1]]","[['Munich', 'Tokyo'], [1972, 1964]]","['Sailing', 'Sailing']"
8641,"PEDERSEN, Helmer Orlaf L.",['NZL'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8642,"WELLS, Earle Leonard",['NZL'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8643,"MORGAN, Anthony William Crawfort",['GBR'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8644,"MUSTO, Franklyn Keith",['GBR'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8645,"WIND, Henning Norgaard",['DEN'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8646,"KUHWEIDE, Wilhelm","['EUA', 'FRG']","[['Gold', 'Bronze'], [1, 1]]","[['Tokyo', 'Munich'], [1964, 1972]]","['Sailing', 'Sailing']"
8647,"BARRETT, Peter Jones","['USA', 'USA']","[['Silver', 'Gold'], [1, 1]]","[['Tokyo', 'Mexico'], [1964, 1968]]","['Sailing', 'Sailing']"
8648,"PETTERSSON, Pelle Helmer",['SWE'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8649,"SUNDSTRÖM, Holger",['SWE'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8650,"COOKE, Cecil George",['BAH'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8651,"STEARNS, Richard Irving",['USA'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8652,"WILLIAMS, Lynn Alfred III",['USA'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Sailing']
8653,"NACOVSKY, Lubomir",['TCH'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Shooting']
8654,"TRIPSA, Ion",['ROU'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Shooting']
8655,"GUNNARSSON, Martine Ingemar",['USA'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Shooting']
8656,"ANDERSON, Gary Lee",['USA'],"[['Gold'], [2]]","[['Tokyo', 'Mexico'], [1964, 1968]]",['Shooting']
8657,"KVELIASHVILI, Shota",['URS'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Shooting']
8658,"MARKKANEN, Väinö Johannes",['FIN'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Shooting']
8659,"GREEN, Franklin Crawford",['USA'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Shooting']
8660,"HAMMERL, Laszlo","['HUN', 'HUN', 'HUN']","[['Silver', 'Gold', 'Bronze'], [1, 1, 1]]","[['Mexico', 'Tokyo', 'Tokyo'], [1968, 1964, 1964]]","['Shooting', 'Shooting', 'Shooting']"
8661,"WIGGER, Lones Wesley Jr.","['USA', 'USA']","[['Silver', 'Gold'], [1, 2]]","[['Tokyo', 'Tokyo', 'Munich'], [1964, 1964, 1972]]","['Shooting', 'Shooting']"
8662,"CHRISTOV, Velitchko",['BUL'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Shooting']
8663,"POOL, Thomas Gayle",['USA'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Shooting']
8664,"MORRIS, William Clifton",['USA'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Shooting']
8665,"MATTARELLI, Ennio",['ITA'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Shooting']
8666,"SENICHEV, Pavel",['URS'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Shooting']
8667,"DEMACHI, Yutaka",['JPN'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8668,"HIGUCHI, Tokihiko",['JPN'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8669,"IKEDA, Nachiro","['JPN', 'JPN']","[['Silver', 'Bronze'], [1, 1]]","[['Mexico', 'Tokyo'], [1968, 1964]]","['Volleyball', 'Volleyball']"
8670,"KOSEDO, Toshiaki",['JPN'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8671,"KOYAMA, Tsutomu",['JPN'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8672,"MINAMI, Masayuki","['JPN', 'JPN', 'JPN']","[['Silver', 'Gold', 'Bronze'], [1, 1, 1]]","[['Mexico', 'Munich', 'Tokyo'], [1968, 1972, 1964]]","['Volleyball', 'Volleyball', 'Volleyball']"
8673,"MORIYAMA, Teruhisa",['JPN'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8674,"NAKAMURA, Yuzo","['JPN', 'JPN']","[['Gold', 'Bronze'], [1, 1]]","[['Munich', 'Tokyo'], [1972, 1964]]","['Volleyball', 'Volleyball']"
8675,"NEKODA, Katsutoshi","['JPN', 'JPN', 'JPN']","[['Silver', 'Gold', 'Bronze'], [1, 1, 1]]","[['Mexico', 'Munich', 'Tokyo'], [1968, 1972, 1964]]","['Volleyball', 'Volleyball', 'Volleyball']"
8676,"SATO, Yasutaka",['JPN'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8677,"SUGAHARA, Sadatoshi",['JPN'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8678,"TOKUTOMI, Takeshi",['JPN'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8679,"BUGAENKOV, Ivan",['URS'],"[['Gold'], [2]]","[['Tokyo', 'Mexico'], [1964, 1968]]",['Volleyball']
8680,"BUROBIN, Nikolai",['URS'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8681,"CHESNOKOV, Yuri",['URS'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8682,"KALACHIKHIN, Valeri",['URS'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8683,"KATCHARAVA, Vazha",['URS'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8684,"KOVALENKO, Vitali",['URS'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8685,"LYUGAILO, Stanislav",['URS'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8686,"MONDZOLEVSKY, Georgi",['URS'],"[['Gold'], [2]]","[['Tokyo', 'Mexico'], [1964, 1968]]",['Volleyball']
8687,"POYARKOV, Yuri","['URS', 'URS']","[['Gold', 'Bronze'], [2, 1]]","[['Tokyo', 'Mexico', 'Munich'], [1964, 1968, 1972]]","['Volleyball', 'Volleyball']"
8688,"SIBIRYAKOV, Eduard",['URS'],"[['Gold'], [2]]","[['Tokyo', 'Mexico'], [1964, 1968]]",['Volleyball']
8689,"VENGEROVSKY, Yuri",['URS'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8690,"VOSKOBOINIKOV, Dmitri",['URS'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8691,"CUDA, Milan",['TCH'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8692,"GOLIAN, Bohumil","['TCH', 'TCH']","[['Silver', 'Bronze'], [1, 1]]","[['Tokyo', 'Mexico'], [1964, 1968]]","['Volleyball', 'Volleyball']"
8693,"HUMHAL, Zdenek",['TCH'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8694,"KOP, Petr","['TCH', 'TCH']","[['Silver', 'Bronze'], [1, 1]]","[['Tokyo', 'Mexico'], [1964, 1968]]","['Volleyball', 'Volleyball']"
8695,"LABUDA, Josef",['TCH'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8696,"MUSIL, Josef","['TCH', 'TCH']","[['Silver', 'Bronze'], [1, 1]]","[['Tokyo', 'Mexico'], [1964, 1968]]","['Volleyball', 'Volleyball']"
8697,"PAULUS, Karel",['TCH'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8698,"PERUSIC, Boris",['TCH'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8699,"SCHENK, Pavel","['TCH', 'TCH']","[['Silver', 'Bronze'], [1, 1]]","[['Tokyo', 'Mexico'], [1964, 1968]]","['Volleyball', 'Volleyball']"
8700,"SMIDL, Vaclav",['TCH'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8701,"SORM, Josef",['TCH'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8702,"TOMAN, Ladislav",['TCH'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8703,"BUSZ, Hanna Krystyna",['POL'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8704,"CZAJKOWSKA, Krystyna",['POL'],"[['Bronze'], [2]]","[['Tokyo', 'Mexico'], [1964, 1968]]",['Volleyball']
8705,"GOLIMOWSKA, Marja",['POL'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8706,"HERMELA-NIEMCZYK, Barbara Wieslawa",['POL'],"[['Bronze'], [2]]","[['Tokyo', 'Mexico'], [1964, 1968]]",['Volleyball']
8707,"JAKUBOWSKA, Krystyna",['POL'],"[['Bronze'], [2]]","[['Tokyo', 'Mexico'], [1964, 1968]]",['Volleyball']
8708,"KORDACZUK, Danuta",['POL'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8709,"KRUP, Krystyna",['POL'],"[['Bronze'], [2]]","[['Tokyo', 'Mexico'], [1964, 1968]]",['Volleyball']
8710,"LEDWIG, Jozefa",['POL'],"[['Bronze'], [2]]","[['Tokyo', 'Mexico'], [1964, 1968]]",['Volleyball']
8711,"MARKO-KSIAZEK, Jadwiga",['POL'],"[['Bronze'], [2]]","[['Tokyo', 'Mexico'], [1964, 1968]]",['Volleyball']
8712,"RUTKOWSKA, Jadwiga",['POL'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8713,"SLIWKA, Marja",['POL'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8714,"SZCZESNIEWSKA, Zofia",['POL'],"[['Bronze'], [2]]","[['Tokyo', 'Mexico'], [1964, 1968]]",['Volleyball']
8715,"FUJIMOTO, Yuko",['JPN'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8716,"HANDA, Yuriko",['JPN'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8717,"ISOBE, Sata",['JPN'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8718,"KASAI, Masae",['JPN'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8719,"KONDO, Maseko",['JPN'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8720,"MATSUMURA, Katsumi","['JPN', 'JPN']","[['Silver', 'Gold'], [1, 1]]","[['Munich', 'Tokyo'], [1972, 1964]]","['Volleyball', 'Volleyball']"
8721,"MATSUMURA, Yoshiko",['JPN'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8722,"MIYAMOTO, Emiko",['JPN'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8723,"SASAKI, Setsuko",['JPN'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8724,"SHIBUKI, Ayano",['JPN'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8725,"SHINOZAKI, Yoko",['JPN'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8726,"TANIDA, Kinuko",['JPN'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8727,"ABRAMOVA, Nelli",['URS'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8728,"BILTAUER, Astra",['URS'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8729,"BULDAKOVA, Lyudmila","['URS', 'URS']","[['Silver', 'Gold'], [1, 2]]","[['Tokyo', 'Mexico', 'Munich'], [1964, 1968, 1972]]","['Volleyball', 'Volleyball']"
8730,"GUREEVA, Lyudmila",['URS'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8731,"KAMENEK-VINOGRADOVA, Valentina","['URS', 'URS']","[['Silver', 'Gold'], [1, 1]]","[['Tokyo', 'Mexico'], [1964, 1968]]","['Volleyball', 'Volleyball']"
8732,"KATUSHEVA, Marita",['URS'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8733,"LUKANINA, Ninel",['URS'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8734,"MISHAK, Valentina",['URS'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8735,"ROSHCHINA, Tatyana",['URS'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8736,"RYSKAL, Inna","['URS', 'URS']","[['Silver', 'Gold'], [2, 2]]","[['Tokyo', 'Montreal', 'Mexico', 'Munich'], [1964, 1976, 1968, 1972]]","['Volleyball', 'Volleyball']"
8737,"RYZHOVA, Antonina",['URS'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8738,"TIKHONINA, Tamara",['URS'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Volleyball']
8739,"ISHINOSEKI, Shiro",['JPN'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Weightlifting']
8740,"VAKHONIN, Aleksei",['URS'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Weightlifting']
8741,"FÖLDI, Imre","['HUN', 'HUN']","[['Silver', 'Gold'], [2, 1]]","[['Tokyo', 'Mexico', 'Munich'], [1964, 1968, 1972]]","['Weightlifting', 'Weightlifting']"
8742,"ZHABOTINSKY, Leonid",['URS'],"[['Gold'], [2]]","[['Tokyo', 'Mexico'], [1964, 1968]]",['Weightlifting']
8743,"NOWAK, Mieczyslaw",['POL'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Weightlifting']
8744,"BASZANOWSKI, Waldemar",['POL'],"[['Gold'], [2]]","[['Tokyo', 'Mexico'], [1964, 1968]]",['Weightlifting']
8745,"KAPLUNOV, Vladimir",['URS'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Weightlifting']
8746,"OHUCHI, Masashi","['JPN', 'JPN']","[['Silver', 'Bronze'], [1, 1]]","[['Mexico', 'Tokyo'], [1968, 1964]]","['Weightlifting', 'Weightlifting']"
8747,"ZDRAZILA, Hans",['TCH'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Weightlifting']
8748,"KURENTSOV, Viktor","['URS', 'URS']","[['Silver', 'Gold'], [1, 1]]","[['Tokyo', 'Mexico'], [1964, 1968]]","['Weightlifting', 'Weightlifting']"
8749,"PLYUKFELDER, Rudolf",['URS'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Weightlifting']
8750,"TOTH, Geza",['HUN'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Weightlifting']
8751,"GOLOVANOV, Vladimir",['URS'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Weightlifting']
8752,"HAYDARI, Said Ali Akbar",['IRI'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8753,"YOSHIDA, Yoshikatsu",['JPN'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8754,"CHANG, Chang-Sun",['KOR'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8755,"IVANITSKY, Aleksandr",['URS'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8756,"DJIBER, Liutvi Akhmedov",['BUL'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8757,"IBRAGIMOV, Aidyn Ali Ogly",['URS'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8758,"UETAKE, Yojiro",['JPN'],"[['Gold'], [2]]","[['Tokyo', 'Mexico'], [1964, 1968]]",['Wrestling']
8759,"KHOKHASHVILI, Nodar",['URS'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8760,"WATANABE, Osamu",['JPN'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8761,"HORIUCHI, Iwao",['JPN'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8762,"ROST, Klaus-Jürgen",['EUA'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8763,"SANATKARAN, Mohammad Ali",['IRI'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8764,"SAGARADZE, Guliko",['URS'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8765,"BRAND, Daniel Oliver",['USA'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8766,"GARDJEV, Prodan Stoyanov","['BUL', 'BUL']","[['Gold', 'Bronze'], [1, 1]]","[['Tokyo', 'Mexico'], [1964, 1968]]","['Wrestling', 'Wrestling']"
8767,"CHERIFOV, Said Mustafov",['BUL'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8768,"MEDVED, Aleksandr",['URS'],"[['Gold'], [3]]","[['Tokyo', 'Mexico', 'Munich'], [1964, 1968, 1972]]",['Wrestling']
8769,"AYIK, Ahmet","['TUR', 'TUR']","[['Silver', 'Gold'], [1, 1]]","[['Tokyo', 'Mexico'], [1964, 1968]]","['Wrestling', 'Wrestling']"
8770,"HANAHARA, Tsutomu",['JPN'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8771,"KERESOV, Angel Stoyanov",['BUL'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8772,"KOZMA, Istvan",['HUN'],"[['Gold'], [2]]","[['Tokyo', 'Mexico'], [1964, 1968]]",['Wrestling']
8773,"ROSHCHIN, Anatoli","['URS', 'URS']","[['Silver', 'Gold'], [2, 1]]","[['Tokyo', 'Mexico', 'Munich'], [1964, 1968, 1972]]","['Wrestling', 'Wrestling']"
8774,"ICHIGUCHI, Masamitsu",['JPN'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8775,"TROSTYANSKY, Vladlen",['URS'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8776,"RURUA, Roman","['URS', 'URS']","[['Silver', 'Gold'], [1, 1]]","[['Tokyo', 'Mexico'], [1964, 1968]]","['Wrestling', 'Wrestling']"
8777,"GVANTELADZE, David",['URS'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8778,"AYVAZ, Kazim",['TUR'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8779,"BULARCA, Valeriu",['ROU'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8780,"NYSTRÖM, Bertil",['SWE'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8781,"KOLESOV, Anatoli",['URS'],"[['Gold'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8782,"TODOROV, Kiril Petkov",['BUL'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8783,"SIMIC, Branislav","['YUG', 'YUG']","[['Gold', 'Bronze'], [1, 1]]","[['Tokyo', 'Mexico'], [1964, 1968]]","['Wrestling', 'Wrestling']"
8784,"KORMANIK, Jiri",['TCH'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8785,"KIEHL, Heinz",['EUA'],"[['Bronze'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8786,"RADEV, Boyan Aleksandrov",['BUL'],"[['Gold'], [2]]","[['Tokyo', 'Mexico'], [1964, 1968]]",['Wrestling']
8787,"SVENSSON, Per Oscar",['SWE'],"[['Silver'], [1]]","[['Tokyo'], [1964]]",['Wrestling']
8788,"YOUNG, Edwin Frank",['USA'],"[['Bronze'], [1]]","[['Mexico'], [1968]]",['Aquatics']
8789,"GAXIOLA ROBLES, Alvaro",['MEX'],"[['Silver'], [1]]","[['Mexico'], [1968]]",['Aquatics']
8790,"PETERSON, Ann Stewart",['USA'],"[['Bronze'], [1]]","[['Mexico'], [1968]]",['Aquatics']
8791,"DUCHKOVA, Milena","['TCH', 'TCH']","[['Silver', 'Gold'], [1, 1]]","[['Munich', 'Mexico'], [1972, 1968]]","['Aquatics', 'Aquatics']"
8792,"KUZNETSOVA-LOBANOVA, Natalya",['URS'],"[['Silver'], [1]]","[['Mexico'], [1968]]",['Aquatics']
8793,"HENRY, James Edward",['USA'],"[['Bronze'], [1]]","[['Mexico'], [1968]]",['Aquatics']
8794,"WRIGHTSON, Bernard Charles",['USA'],"[['Gold'], [1]]","[['Mexico'], [1968]]",['Aquatics']
8795,"O'SULLIVAN, Keala",['USA'],"[['Bronze'], [1]]","[['Mexico'], [1968]]",['Aquatics']
8796,"GOSSICK, Susanne",['USA'],"[['Gold'], [1]]","[['Mexico'], [1968]]",['Aquatics']
8797,"FEDOSOVA-POGOZHEVA, Tamara",['URS'],"[['Silver'], [1]]","[['Mexico'], [1968]]",['Aquatics']
8798,"MILLS, Ronald P.",['USA'],"[['Bronze'], [1]]","[['Mexico'], [1968]]",['Aquatics']
8799,"MATTHES, Roland","['GDR', 'GDR', 'GDR']","[['Silver', 'Gold', 'Bronze'], [2, 4, 2]]","[['Mexico', 'Munich', 'Mexico', 'Munich', 'Munich', 'Montreal'], [1968, 1972, 1968, 1972, 1972, 1976]]","['Aquatics', 'Aquatics', 'Aquatics']"
8800,"HICKCOX, Charles Buchanan","['USA', 'USA']","[['Silver', 'Gold'], [1, 3]]","[['Mexico', 'Mexico'], [1968, 1968]]","['Aquatics', 'Aquatics']"
8801,"SWAGERTY, Jane Ellen",['USA'],"[['Bronze'], [1]]","[['Mexico'], [1968]]",['Aquatics']
8802,"HALL, Kaye Marie","['USA', 'USA']","[['Gold', 'Bronze'], [2, 1]]","[['Mexico', 'Mexico'], [1968, 1968]]","['Aquatics', 'Aquatics']"
8803,"TANNER, Elaine","['CAN', 'CAN']","[['Silver', 'Bronze'], [2, 1]]","[['Mexico', 'Mexico'], [1968, 1968]]","['Aquatics', 'Aquatics']"
8804,"PANKIN, Nikolai",['URS'],"[['Bronze'], [1]]","[['Mexico'], [1968]]",['Aquatics']
8805,"MCKENZIE, Donald Ward Jr.",['USA'],"[['Gold'], [2]]","[['Mexico'], [1968]]",['Aquatics']
8806,"KOSINSKY, Vladimir","['URS', 'URS']","[['Silver', 'Bronze'], [2, 1]]","[['Mexico', 'Mexico'], [1968, 1968]]","['Aquatics', 'Aquatics']"
8807,"WICHMAN, Sharon Lynn","['USA', 'USA']","[['Gold', 'Bronze'], [1, 1]]","[['Mexico', 'Mexico'], [1968, 1968]]","['Aquatics', 'Aquatics']"
8808,"BJEDOV, Djurdjica","['YUG', 'YUG']","[['Silver', 'Gold'], [1, 1]]","[['Mexico', 'Mexico'], [1968, 1968]]","['Aquatics', 'Aquatics']"
8809,"WALES, Ross Elliott",['USA'],"[['Bronze'], [1]]","[['Mexico'], [1968]]",['Aquatics']
8810,"RUSSELL, Douglas Albert",['USA'],"[['Gold'], [2]]","[['Mexico'], [1968]]",['Aquatics']
8811,"SPITZ, Mark","['USA', 'USA', 'USA']","[['Silver', 'Gold', 'Bronze'], [1, 9, 1]]","[['Mexico', 'Mexico', 'Munich', 'Mexico'], [1968, 1968, 1972, 1968]]","['Aquatics', 'Aquatics', 'Aquatics']"
8812,"SHIELDS, Susanne Marie",['USA'],"[['Bronze'], [1]]","[['Mexico'], [1968]]",['Aquatics']
8813,"MCCLEMENTS, Lynette","['AUS', 'AUS']","[['Silver', 'Gold'], [1, 1]]","[['Mexico', 'Mexico'], [1968, 1968]]","['Aquatics', 'Aquatics']"
8814,"DANIEL, Eleanor Suzanne","['USA', 'USA', 'USA']","[['Silver', 'Gold', 'Bronze'], [1, 1, 2]]","[['Mexico', 'Mexico', 'Mexico', 'Munich'], [1968, 1968, 1968, 1972]]","['Aquatics', 'Aquatics', 'Aquatics']"
8815,"WENDEN, Michael Vincent","['AUS', 'AUS', 'AUS']","[['Silver', 'Gold', 'Bronze'], [1, 2, 1]]","[['Mexico', 'Mexico', 'Mexico'], [1968, 1968, 1968]]","['Aquatics', 'Aquatics', 'Aquatics']"
8816,"WALSH, Kenneth Marshall","['USA', 'USA']","[['Silver', 'Gold'], [1, 2]]","[['Mexico', 'Mexico'], [1968, 1968]]","['Aquatics', 'Aquatics']"
8817,"GUSTAVSON, Linda Lee","['USA', 'USA', 'USA']","[['Silver', 'Gold', 'Bronze'], [1, 1, 1]]","[['Mexico', 'Mexico', 'Mexico'], [1968, 1968, 1968]]","['Aquatics', 'Aquatics', 'Aquatics']"
8818,"HENNE, Jane Margo","['USA', 'USA', 'USA']","[['Silver', 'Gold', 'Bronze'], [1, 2, 1]]","[['Mexico', 'Mexico', 'Mexico'], [1968, 1968, 1968]]","['Aquatics', 'Aquatics', 'Aquatics']"
8819,"PEDERSEN, Susan Jane","['USA', 'USA']","[['Silver', 'Gold'], [2, 2]]","[['Mexico', 'Mexico'], [1968, 1968]]","['Aquatics', 'Aquatics']"
8820,"BROUGH, Gregory",['AUS'],"[['Bronze'], [1]]","[['Mexico'], [1968]]",['Aquatics']
8821,"BURTON, Michael Jay",['USA'],"[['Gold'], [3]]","[['Mexico', 'Munich'], [1968, 1972]]",['Aquatics']
8822,"KINSELLA, John Pitann","['USA', 'USA']","[['Silver', 'Gold'], [1, 1]]","[['Mexico', 'Munich'], [1968, 1972]]","['Aquatics', 'Aquatics']"
